Affinity Row ID,Organization Id,Name,Website,Thesis Category (2024),Owners,Status,Total Funding Amount (EUR),Core Sector
170435999,292888103,Screenify,screenify.ai,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
172210651,294221660,DecisionRx,decisionrx.com,Pharmacies & Fulfillment,Colin Tobias <colin@sempervirensvc.com>; Henri Cournand <henri@sempervirensvc.com>,Tracking,"",Healthcare
173032380,293608391,counterhealth.com,counterhealth.com,Pharmacies & Fulfillment,Allison Baum Gates <allison@sempervirensvc.com>,Hot List,"",Healthcare
167006218,291885451,VivaWell,vivawell.com.mx,General & Primary Care,Raquel Scott <raquel@sempervirensvc.com>; Caribou Honig <caribou@sempervirensvc.com>,Hot List,"",Healthcare
174085515,298651662,Opushealth,opushealth.io,B2B Payments,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Fintech
151967383,294871057,Ephy,ephy.io,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
169156888,298002207,Guardian AI,withguardian.ai,Healthcare Payments,Allison Baum Gates <allison@sempervirensvc.com>,Hot List,"",Healthcare
170422630,294741406,IMIDeology,imideology.com,Speciality Telemedicine,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
175930928,212134089,Wavy,joinwavy.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Meeting Held,1880000.0,Enterprise Software
122933422,136349327,The Regis Company,regiscompany.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,3180000.0,Enterprise Software
26912616,268069068,Anomaly,findanomaly.com,Healthcare Payments,Colin Tobias <colin@sempervirensvc.com>; Raquel Scott <raquel@sempervirensvc.com>,Hot List,20000000.0,Healthcare
139567613,284769362,Tuned,tunedcare.com,Speciality Telemedicine,Colin Tobias <colin@sempervirensvc.com>,Not Active,9140000.0,Healthcare
174173440,297324499,shift health,shifthealth.ai,"Wellness (mediation, Fitness, Etc)",Allison Baum Gates <allison@sempervirensvc.com>,Meeting Held,"",Healthcare
173036967,263172933,Nivelo,nivelo.io,B2B Payments,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,3250000.0,Fintech
172138193,290350167,MAVI,maviwork.com,Business FP&A,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
167407207,263370119,Enthea,enthea.com,Behavioral Health,Raquel Scott <raquel@sempervirensvc.com>,Tracking,1820000.0,Healthcare
172102236,299221380,Trianglehealth,trianglehealth.ai,Care Coordination / Navigation,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
173351353,295045474,Filial Health,filialhealth.com,Provider Workflow Management,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Healthcare
38218487,262682775,Calibrate,joincalibrate.com,Nutrition & Weight Loss,Robby Peters <robby@sempervirensvc.com>,Not Active,142360000.0,Healthcare
173225338,287895083,datascalehr,datascalehr.com,Payroll,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Fintech
172220200,299188207,Plentybenefits,plentybenefits.co,Benefits Administration,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
172223424,1666036,Loop.,withloop.com,Sourcing And Recruitment,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Enterprise Software
171614941,290235888,Bariendo,bariendo.com,Nutrition & Weight Loss,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,3450000.0,Healthcare
155232359,290745144,Stretchdollar,stretchdollar.com,Benefits Administration,Colin Tobias <colin@sempervirensvc.com>,Not Active,6910000.0,Healthcare
125679929,284491766,Thatch,thatchhealth.com,Financial Infrastructure,Robby Peters <robby@sempervirensvc.com>,Portfolio,"",Fintech
172591359,292581259,Skillbench,globalskillbench.com,Core HR,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
170590786,298916299,Movido Health,,Care Coordination / Navigation,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
171986139,292527240,"Portrait, Inc.",onportrait.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
171986069,288243912,CALLO,wearecallo.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168296770,222297439,Lawfully,lawfully.com,LegalTech,Raquel Scott <raquel@sempervirensvc.com>,Not Active,3800000.0,Enterprise Software
172213936,291585543,Sol Health,solhealth.co,Behavioral Health,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
171106948,286243483,GigEasy,gigeasy.com,1099 Infrastructure,Raquel Scott <raquel@sempervirensvc.com>,Not Active,1180000.0,Enterprise Software
171986270,288745204,Agave Health,agavehealth.com,Speciality Telemedicine,Colin Tobias <colin@sempervirensvc.com>,Tracking,1360000.0,Healthcare
171386085,298238252,Luro Health,lurohealth.com,Nutrition & Weight Loss,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Healthcare
140940241,283115735,Bruin Health,bruinhealth.com,Behavioral Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
167549028,260559552,DocVocate,docvocate.com,Healthcare Payments,Allison Baum Gates <allison@sempervirensvc.com>; Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
168542320,262381595,Trace,our-trace.com,Climate Tech,Colin Tobias <colin@sempervirensvc.com>,Not Active,1450000.0,Enterprise Software
165507706,284732754,TopicFlow,topicflow.com,Performance Management,Colin Tobias <colin@sempervirensvc.com>,Tracking,1670000.0,Enterprise Software
165985872,296568065,Worksenseai,worksenseai.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Tracking,230000.0,Enterprise Software
168585034,290808102,Syntax,meetsyntax.com,AI Co-Pilots,Raquel Scott <raquel@sempervirensvc.com>,Hot List,6820000.0,Healthcare
172094707,298770980,Hellomelo,hellomelo.co,Provider Workflow Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
172593133,297743442,ladder health,ladderhealth.co,Pediatrics,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
172523691,284760719,Keragon,keragon.com,EHRs & Data Systems,Colin Tobias <colin@sempervirensvc.com>,Hot List,9550000.0,Healthcare
172258885,290928135,Roverai,roverai.co,Benefits Administration,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Enterprise Software
169548131,297672323,Abstraction,abstractionlabs.ai,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Tracking,230000.0,Enterprise Software
169547464,293837127,Parb AI,parb.ai,EHRs & Data Systems,Colin Tobias <colin@sempervirensvc.com>,Tracking,230000.0,Healthcare
133279068,286811778,Sunfish,joinsunfish.com,Women's Health,Allison Baum Gates <allison@sempervirensvc.com>; Colin Tobias <colin@sempervirensvc.com>,Tracking,12730000.0,Healthcare
171743772,282964015,Cend Design,cend.com,Productivity Tools,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
170682099,279068531,Curbside Health,curbsidehealth.com,Clinical AI,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
124260659,289125337,Stepful,stepful.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Portfolio,"",Enterprise Software
171712179,289413216,Cerebra AI,cerebraai.com,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
169694356,293838634,10clear,10clear.com,Business FP&A,Raquel Scott <raquel@sempervirensvc.com>,Not Active,140000.0,Enterprise Software
162609253,18817814,Outbound,outbound.ai,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Tracking,14550000.0,Healthcare
168449942,291919260,Planbase,joinplanbase.com,SMB Enterprise Tools,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
170426497,298662025,Joyfulhealth,joyfulhealth.io,Provider Workflow Management,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Healthcare
169258823,292524389,Partner Element,partnerelement.com,Procurement and Vendor Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168541883,297344281,StackPack,stackpack.co,Procurement and Vendor Management,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Enterprise Software
169586145,285455609,Thread Health,threadhealth.com,Speciality Telemedicine,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,140000.0,Healthcare
169936219,298586925,Decompute,decompute.run,AI Co-Pilots,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Enterprise Software
170725833,298717211,Perch,perch.so,Productivity Tools,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
168740777,283778113,Opstream.ai,opstream.ai,Procurement and Vendor Management,Raquel Scott <raquel@sempervirensvc.com>,Not Active,4090000.0,Enterprise Software
171230042,286200170,Stream Claims,stream.claims,B2B Insurtech,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,4820000.0,Enterprise Software
162336313,224077995,Holisticly,holisticly.co,Employee Engagement,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Enterprise Software
171079358,294297420,Attane Health,attane-health.com,Nutrition & Weight Loss,Allison Baum Gates <allison@sempervirensvc.com>,Recently Added,3270000.0,Healthcare
170440496,222206621,AirDeck,airdeck.co,Productivity Tools,Raquel Scott <raquel@sempervirensvc.com>,Not Active,4230000.0,Enterprise Software
168391658,298146740,Modus,modus.ac,Administrative AI,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
169161331,297969122,driftly,driftly.ai,EHRs & Data Systems,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
168444671,298427781,Heyrevia,heyrevia.ai,Provider Workflow Management,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,140000.0,Healthcare
160987514,294204337,Haven Headache & Migraine Center,havenheadache.com,Speciality Telemedicine,Colin Tobias <colin@sempervirensvc.com>; Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
164759339,286684640,Grappa,grappa.xyz,Core HR,Colin Tobias <colin@sempervirensvc.com>,Tracking,9360000.0,Enterprise Software
166397602,156294443,Perx Health,perxhealth.com,Care Coordination / Navigation,Raquel Scott <raquel@sempervirensvc.com>,Not Active,5120000.0,Healthcare
168623836,287845428,Verbal,tryverbal.com,Provider Workflow Management,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Healthcare
170672609,287619217,Ferry,useferry.com,1099 Infrastructure,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Fintech
154108455,280561052,"Millie,",millieclinic.com,Women's Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,14550000.0,Healthcare
170518096,298666989,Ferry,ferry.health,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Recently Added,"",Healthcare
168142700,298240051,Elevatewellness,elevatewellness.io,Behavioral Health,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
165501870,282914945,Armadillo,armadillo.one,B2B Insurtech,Colin Tobias <colin@sempervirensvc.com>; Caribou Honig <caribou@sempervirensvc.com>,Tracking,8490000.0,Fintech
165987278,293012409,Hatchproof,hatchproof.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
167197389,262406155,Swing Therapeutics,swingtherapeutics.com,Chronic Condition Management (non-Diabetes),Colin Tobias <colin@sempervirensvc.com>,Not Active,25950000.0,Healthcare
167182384,298034721,Weald Spatial,wealdspatial.com,Office Optimization,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Enterprise Software
169039416,292527422,odo,odo.do,Administrative AI,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
169166421,284978270,Complete,complete.so,Compensation Management,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,3750000.0,Enterprise Software
155991555,287845405,Accorded,accorded.com,VBC Enablement,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
168477974,297429600,Soma Lab,somalab.ai,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,1820000.0,Enterprise Software
169259088,288573700,Intangiable,intangiable.com,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,To Pass,"",Enterprise Software
169038779,297925449,Mindely,mindely.ai,Interview Tech,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,450000.0,Enterprise Software
168218064,298207782,secondbrain,getsecondbrain.com,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168937646,298474468,Manifested,manifested.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
169036977,298589029,Agentix,,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168060617,297616224,firstwork,firstwork.com,Core HR,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,4550000.0,Enterprise Software
167197396,291847647,SPRX,sprx.tax,Financial Infrastructure,Colin Tobias <colin@sempervirensvc.com>,Tracking,11360000.0,Fintech
168142724,286503706,Ribbon (ribbon.cool),ribbon.cool,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
169154245,262908388,Infinitus Systems,infinitus.ai,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Recently Added,46730000.0,Healthcare
168478052,262965698,Reperio Health,reperiohealth.com,General & Primary Care,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,18180000.0,Healthcare
167627527,281837756,Salesroom coming soon,salesroom.com,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,7730000.0,Enterprise Software
147443767,149472487,Censia,censia.com,Skills Inference/Employee Insights,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,19090000.0,Enterprise Software
167627524,296079368,CandidateView,candidateview.com,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168588507,297923491,Lumenary,lumenary.com,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Healthcare
125902688,286724198,allwhere,allwhere.co,Office Optimization,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,8640000.0,Enterprise Software
168839050,278349024,Teton.ai,teton.ai,AI Co-Pilots,Raquel Scott <raquel@sempervirensvc.com>,Tracking,4820000.0,Healthcare
167652939,298227066,Recon,recon.health,B2B Payments,Allison Baum Gates <allison@sempervirensvc.com>,Hot List,"",Fintech
168236045,298062176,Trykairo,trykairo.com,Provider Workflow Management,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
152081894,262591468,PeopleReign,peoplereign.io,AI Co-Pilots,Robby Peters <robby@sempervirensvc.com>,Not Active,6820000.0,Enterprise Software
168391543,297930001,Vera Health,vera-health.ai,Clinical AI,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
168041678,297575953,"evoai, inc.",evoai.online,Behavioral Health,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
168627363,291900237,Groov,groovnow.com,"Wellness (mediation, Fitness, Etc)",Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Enterprise Software
168236360,298278553,Coyax,coyax.ai,Administrative AI,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168236055,291637315,Brellium,brellium.com,Provider Workflow Management,Allison Baum Gates <allison@sempervirensvc.com>,Hot List,15180000.0,Healthcare
153987984,295340734,Upwardlii,upwardli.com,Personal Finance,Raquel Scott <raquel@sempervirensvc.com>,Hot List,1820000.0,Fintech
16417559,224922198,Nayya,nayya.com,Healthcare Payments,Colin Tobias <colin@sempervirensvc.com>,Portfolio,"",Healthcare
167583839,286826259,Conflixis - Coming Soon,conflixis.com,Clinical AI,Colin Tobias <colin@sempervirensvc.com>,Tracking,4250000.0,Healthcare
168542417,294011329,JuiceBox,juicebox.ai,Sourcing And Recruitment,Colin Tobias <colin@sempervirensvc.com>,Recently Added,"",Enterprise Software
168542415,288962056,Hummingbird,hummingbird.healthcare,Provider Workflow Management,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,27150000.0,Healthcare
165985899,294997239,Mero,joinmero.com,L&D And Upskilling,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
162941970,295923856,noro,noro.co,Core HR,Colin Tobias <colin@sempervirensvc.com>,Not Active,2270000.0,Enterprise Software
168142737,290617973,Alix,meetalix.com,Caregiving & Aging,Colin Tobias <colin@sempervirensvc.com>,Tracking,5000000.0,Fintech
166410756,286576786,Second Door Health,seconddoor.app,MSK,Colin Tobias <colin@sempervirensvc.com>,Hot List,"",Healthcare
168055464,298352525,Valoranthealth,rainfallhealth.com,General & Primary Care,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,2310000.0,Healthcare
167047352,291962596,Relevance AI,relevanceai.com,SMB Enterprise Tools,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,33290000.0,Enterprise Software
164459001,297597504,Lady Technologies,ladytechnologies.com,Women's Health,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
166012800,291746512,Nutrium,nutrium.com,Nutrition & Weight Loss,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Healthcare
140826178,285686013,2045,2045studio.com,DEI,Colin Tobias <colin@sempervirensvc.com>,Not Active,3820000.0,Enterprise Software
168276815,289387573,Joyous,joyous.team,Behavioral Health,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Healthcare
167164938,285939348,Wand,wand.ai,AI Co-Pilots,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
168238347,262662638,Cherish Health,cherishhealth.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Tracking,4550000.0,Healthcare
164466928,297598080,Collider,,L&D And Upskilling,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
162605379,289618938,Assemble,comeassemble.com,Employee Engagement,Raquel Scott <raquel@sempervirensvc.com>,Not Active,1090000.0,Enterprise Software
131227595,285567120,Buddy,buddy.insure,Consumer Insurtech,Colin Tobias <colin@sempervirensvc.com>,Tracking,7170000.0,Fintech
164462934,1665685,Stride Health,stridehealth.com,Benefits Administration,Colin Tobias <colin@sempervirensvc.com>,Not Active,78090000.0,Healthcare
154665558,268138068,Vivvi,vivvi.com,Caregiving & Aging,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
34790687,298040072,"Secure,",securesave.com,Personal Finance,Caribou Honig <caribou@sempervirensvc.com>,Not Active,13180000.0,Fintech
152812075,295157113,World Class Health,worldclasshealth.com,Benefits Administration,Raquel Scott <raquel@sempervirensvc.com>; Colin Tobias <colin@sempervirensvc.com>,Tracking,16360000.0,Healthcare
167425099,294026518,LERA Health,lerahealth.com,Women's Health,Allison Baum Gates <allison@sempervirensvc.com>,Tracking,"",Healthcare
167329468,287991772,Anatomyfinancial,anatomyfinancial.com,Healthcare Payments,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Fintech
167946199,298318288,bettermatch.io,,Sourcing And Recruitment,Erin Faverty <erin@sempervirensvc.com>,Recently Added,"",Enterprise Software
167928194,297844886,Accel Health,accelhealth.ai,Core HR,Colin Tobias <colin@sempervirensvc.com>,Recently Added,"",Healthcare
28626518,222248871,Spokn,getspokn.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Tracking,4480000.0,Enterprise Software
26465011,149474965,medZERO,medzero.com,Healthcare Payments,Colin Tobias <colin@sempervirensvc.com>; Allison Baum Gates <allison@sempervirensvc.com>,Not Active,15000000.0,Healthcare
167037067,290498110,Illume,illumeapps.com,L&D And Upskilling,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,"",Enterprise Software
167431426,262920021,August Health Services,augusthealth.com,Provider Workflow Management,Raquel Scott <raquel@sempervirensvc.com>,Tracking,13640000.0,Enterprise Software
167430268,286233403,Ellie Care,ellie.care,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Healthcare
167429668,282290082,Sprinter Health,sprinterhealth.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Tracking,84180000.0,Healthcare
167429396,290733696,Aline,alineops.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Enterprise Software
167429238,290005934,Aidaly,aidaly.co,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Enterprise Software
167426563,220363930,Mighty Health,mightyhealth.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Tracking,11730000.0,Healthcare
167426095,263278127,Blooming Health,gobloominghealth.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,27550000.0,Healthcare
167425983,288417310,Peppermint,mypeppermint.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Tracking,7270000.0,Healthcare
167319344,297467269,Elayne,elayne.com,Financial Infrastructure,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Fintech
164738318,291906477,Juniper Genomics,junipergenomics.com,Women's Health,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
155628590,294935957,Safeguard AI,safeguardai.com,Compliance & Security,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Enterprise Software
167058288,298054104,Aboon,aboon.com,Financial Infrastructure,Colin Tobias <colin@sempervirensvc.com>,Tracking,"",Fintech
163898664,285768261,Keep Financial Technologies,keepfinancial.com,Payroll,Colin Tobias <colin@sempervirensvc.com>,Tracking,8180000.0,Fintech
162632569,202531729,Nym,nym.health,Healthcare Payments,Raquel Scott <raquel@sempervirensvc.com>,Tracking,85910000.0,Healthcare
155580968,285509089,Fort Health,forthealth.com,Behavioral Health,Raquel Scott <raquel@sempervirensvc.com>,Tracking,13000000.0,Healthcare
150788635,225154105,Embryome,embryome.ca,Women's Health,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Healthcare
154845505,223159783,hi.health,hi.health,Healthcare Payments,Raquel Scott <raquel@sempervirensvc.com>,Hot List,6910000.0,Healthcare
164119455,285460839,SmarterDx,smarterdx.com,EHRs & Data Systems,Raquel Scott <raquel@sempervirensvc.com>,Tracking,50910000.0,Healthcare
155581462,287955118,Getoveralls,getoveralls.com,Benefits Administration,Raquel Scott <raquel@sempervirensvc.com>,Tracking,4180000.0,Enterprise Software
155614413,289412952,EMA Co,ema.co,AI Co-Pilots,Raquel Scott <raquel@sempervirensvc.com>,Tracking,55450000.0,Enterprise Software
150889557,297564538,Anterior (fka Co:Helm),co-helm.com,Administrative AI,Raquel Scott <raquel@sempervirensvc.com>,Tracking,2910000.0,Healthcare
164438105,278342963,Journey Clinical,journey.clinic,Behavioral Health,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
164119584,284122597,Season,seasonhealth.com,Nutrition & Weight Loss,Raquel Scott <raquel@sempervirensvc.com>,Tracking,39590000.0,Healthcare
162932160,296381269,Avanthealth,avanthealth.ai,AI Co-Pilots,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
160987476,287875467,Commenda,commenda.io,Compliance & Security,Colin Tobias <colin@sempervirensvc.com>,Not Active,6460000.0,Enterprise Software
159011405,288788056,Thatch,thatch.ai,Benefits Administration,Colin Tobias <colin@sempervirensvc.com>,Portfolio,76360000.0,Healthcare
162565724,291363818,Liftoff,liftoff.xyz,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Portfolio,"",Enterprise Software
164463188,292053755,Irismed,irismed.co,Administrative AI,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Healthcare
162932466,284027207,Aware Health,awarehealth.io,Speciality Telemedicine,Colin Tobias <colin@sempervirensvc.com>,Not Active,2730000.0,Healthcare
37218731,129729415,PitchMe,pitchme.co,Sourcing And Recruitment,Allison Baum Gates <allison@sempervirensvc.com>,Not Active,1090000.0,Enterprise Software
165773593,278294739,Found,joinfound.com,Nutrition & Weight Loss,Colin Tobias <colin@sempervirensvc.com>,Tracking,120000000.0,Healthcare
165661102,219991299,PeopleCaddie,peoplecaddie.com,Employee Engagement,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Enterprise Software
165566802,289280214,Clipbook,clipbook.io,AI Co-Pilots,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,"",Enterprise Software
153452228,286453495,Ripplcare,ripplcare.com,Caregiving & Aging,Colin Tobias <colin@sempervirensvc.com>,Hot List,50000000.0,Healthcare
164475979,295222404,Secured Health,securedhealth.co,Care Coordination / Navigation,Raquel Scott <raquel@sempervirensvc.com>,Tracking,110000.0,Healthcare
165268521,1666516,ThoroughCare,thoroughcare.net,Care Coordination / Navigation,Raquel Scott <raquel@sempervirensvc.com>,Recently Added,7290000.0,Healthcare
154578950,282410196,Upkid,joinupkid.com,Caregiving & Aging,Raquel Scott <raquel@sempervirensvc.com>,Tracking,1550000.0,Healthcare
155638661,294231672,TrueClaim,trytrueclaim.com,Healthcare Payments,Raquel Scott <raquel@sempervirensvc.com>,Tracking,2360000.0,Healthcare
164687780,295909078,Tandem,trytandem.ai,Healthcare Payments,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
157708113,279108051,Smirk,getsmirk.com,B2B Insurtech,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Healthcare
158057513,273251299,Silver Eel Technology,silvereeltech.com,Embedded Insurance,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Fintech
151214238,289995938,"Salt Labs, Inc.",saltlabs.com,Benefits Administration,Raquel Scott <raquel@sempervirensvc.com>,Not Active,16360000.0,Enterprise Software
155991183,223566435,Prescryptive Health,prescryptive.com,Pharmacies & Fulfillment,Raquel Scott <raquel@sempervirensvc.com>,Not Active,23640000.0,Healthcare
156440285,295925509,Numo,numohq.com,1099 Infrastructure,Raquel Scott <raquel@sempervirensvc.com>,Not Active,"",Enterprise Software
151110375,288456567,Kismethealth,kismethealth.com,Pediatrics,Raquel Scott <raquel@sempervirensvc.com>,Tracking,190000.0,Healthcare
154108825,294247973,Kaatch,kaatch.co,Sourcing And Recruitment,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
156733312,291904829,Expressable,expressable.com,Pediatrics,Raquel Scott <raquel@sempervirensvc.com>,Not Active,41360000.0,Healthcare
155721432,292369158,Ditto,dittotalent.com,Sourcing And Recruitment,Raquel Scott <raquel@sempervirensvc.com>,Not Active,140000.0,Enterprise Software
154213866,289215681,Affiniti,affiniti.finance,Business FP&A,Raquel Scott <raquel@sempervirensvc.com>,Tracking,25450000.0,Fintech
153668769,282683233,Main Street Health,mainstreetruralhealth.com,VBC Enablement,Raquel Scott <raquel@sempervirensvc.com>,Not Active,310910000.0,""
151471541,291929620,Scoop,scoopforwork.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>,Not Active,"",Enterprise Software
128529808,278334509,Marco Experiences,exploremar.co,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>; Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
149911496,284260450,LetsLynk,letslynk.com,Employee Engagement,Colin Tobias <colin@sempervirensvc.com>; Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
124904472,289286332,Lattitude,golattitude.com,Employee Engagement,Raquel Scott <raquel@sempervirensvc.com>,Tracking,"",Enterprise Software
158188019,263339297,Ridepanda,ridepanda.com,Benefits Administration,Raquel Scott <raquel@sempervirensvc.com>,Not Active,6820000.0,Enterprise Software
151031752,293534767,Maia Oncology,maiaoncology.co,Cancer & Oncology,Raquel Scott <raquel@sempervirensvc.com>,Hot List,3860000.0,Healthcare
162335889,288642910,Aurem Wealth Solutions,aurem.ae,Personal Finance,Raquel Scott <raquel@sempervirensvc.com>,Not Active,3640000.0,Fintech
